reference_number,first_name,middle_name,last_name,gender,date_of_birth,civil_status,religion,sss_number,tin_number,property_area,residency_and_citizenship,contact_number,email_address,facebook_account,no_and_street,barangay,municipality,province,resident_status,length_of_stay,permanent_address,provincial_address,parents_address,education,course,school_last_attended,year_graduated,source_of_funds,employer_business_name,employer_contact_number,position,employment_status,monthly_net_income,employer_business_address,other_income,other_monthly_income,food_and_groceries,electric_and_water,education_and_misc,other_expense,make_brand,series,year_model,variant,color,plate_no,engine_no,chassis_no,transmission,fuel,dealer_name,dealer_address,dealer_contact_number,loan_type,estimated_vehicle_value,down_payment_percentage,loan_amount_term,loan_purpose,marketing_source,sales_representative
250326123232,Rufino II,Aquino,Cabuquin,M,1978-03-25,Y,Muslim,213-54-8957,987-65-4552,Semi-Urban,Resident Filipino Citizen,9123457020,user232@example.com,fb.com/user232,645 Agate Hollow Way,Sto. Domingo,Malabon City,Metro Manila,Residence,1_to_3_years,"369 Citrus Ave., Quezon City",432 Provincial Rd.,"234 Parent St., Malabon",Graduate,Nursing,Ateneo de Manila University,2005,Income from Business,Joyful Learning Academy,0917-123-4798,Personal Trainer,Registered Business,40780,"654 Education Ave., Manila",None,0,2500,2000,1000,35280,Hyundai,Staria,2022,GLS,White,JKL6960,D4HB-123627,KNAE35A22L123627,Automatic,Gas,Hyundai Alabang,"456 Hyundai St., Alabang",0917-901-2345,New,399947.5,0.2,24,,,
250326123233,Matthew Gabriel,BELANO,Morales,M,1994-03-12,N,Baptist,213-54-8958,987-65-4553,Urban,Resident Filipino Citizen,9123457021,user233@example.com,fb.com/user233,512 Amber Sky Ct.,Rosa,Quezon City,Metro Manila,Residence,1_to_3_years,"789 Starfruit St., Makati City",321 Provincial Rd.,"567 Parent St., Navotas",Graduate,Pharmacy,University of the Philippines,2004,Income from Business,Bright Minds Tutoring Center,0917-123-4799,Therapist,Registered Business,63541,"987 Tutor St., Pasig",None,0,2500,2000,1000,58041,Toyota,Innova,2020,G,Blue,JKL6961,D4HB-123628,KNAE35A22L123628,Automatic,Gas,Toyota Quezon City,"789 Toyota Rd., Quezon City",0917-012-3456,New,398156.25,0.2,24,,,
250326123234,STEPHANIE JOYCE,Gampon,Labanon,F,1981-12-21,N,Roman Catholic,213-54-8959,987-65-4554,Urban,Resident Filipino Citizen,9123457022,user234@example.com,fb.com/user234,284 Jasper Ridge St.,Kolidor,Pasay City,Metro Manila,Residence,1_to_3_years,"654 Mulberry St., Quezon City",758 Provincial Rd.,"678 Parent St., San Juan",Graduate,Education,Technological Institute of the Philippines,2003,Salary,Premier Real Estate,0917-123-4800,Sales Manager,Employee,59888,"321 Realty Blvd., Makati",None,0,2500,2000,1000,54388,Subaru,XV,2021,2.0i,Green,JKL6962,D4HB-123629,KNAE35A22L123629,Automatic,Gas,Subaru Makati,"321 Subaru Rd., Makati",0917-123-4567,New,250000,0.2,12,,,
250326123235,Joyce Marie,Payumo,Bayona,F,1979-03-07,Y,Iglesia ni Cristo,213-54-8960,987-65-4555,Semi-Urban,Resident Filipino Citizen,9123457023,user235@example.com,fb.com/user235,968 Beryl Creek Ave.,Bote,Makati City,Metro Manila,Residence,5_to_10_years,"321 Cassava St., San Juan City",456 Provincial Rd.,"234 Parent St., Taguig",Graduate,Journalism,University of the Philippines,2002,Salary,Fresh Start Cleaners,0917-123-4801,Baker,Employee,58201,"456 Clean St., Quezon City",None,0,2500,2000,1000,52701,Nissan,Navara,2020,EL,Black,JKL6963,D4HB-123630,KNAE35A22L123630,Automatic,Gas,Nissan Manila,"654 Nissan Ave., Manila",0917-234-5678,New,250000,0.2,12,,,
250326123236,Daniella,Calamba,Pauig,F,1996-11-09,Y,Muslim,213-54-8961,987-65-4556,Urban,Resident Filipino Citizen,9123457024,user236@example.com,fb.com/user236,730 Crystal Waters Blvd.,Barangay Santo NiNo,Paranaque City,Metro Manila,Residence,5_to_10_years,"852 Jackfruit St., Mandaluyong City",987 Provincial Rd.,"123 Parent St., Pasay",Graduate,Fine Arts,University of the East,2001,Income from Business,Starline Logistics,0917-123-4802,Product Manager,Registered Business,48563,"789 Cargo Rd., Manila",None,0,2500,2000,1000,43063,Ford,Ranger,2021,Wildtrak,Red,JKL6964,D4HB-123631,KNAE35A22L123631,Automatic,Gas,Ford Alabang,"987 Ford St., Alabang",0917-345-6789,New,104714.75,0.2,24,,,
250326123237,DOMINIC,Abasola,Galleto,M,1985-08-10,Y,Baptist,213-54-8962,987-65-4557,Urban,Resident Filipino Citizen,9123457025,user237@example.com,fb.com/user237,669 Granite Peak Rd.,Barangay Kalayaan,Quezon City,Metro Manila,Residence,5_to_10_years,"963 Banana St., Malabon City",654 Provincial Rd.,"789 Parent St., Muntinlupa",Graduate,Engineering Management,University of Santo Tomas,2000,Salary,Harmony Yoga Studio,0917-123-4803,Gym Instructor,Employee,64877,"321 Zen St., Taguig",None,0,2500,2000,1000,59377,Kia,Seltos,2022,EX,Yellow,JKL6965,D4HB-123632,KNAE35A22L123632,Automatic,Gas,Kia Manila,"123 Kia St., Manila",0917-456-7890,New,218750,0.2,24,,,
250326123238,PATRICIA ANNE,Migraso,Fabontoza,F,1978-09-03,N,Roman Catholic,213-54-8963,987-65-4558,Semi-Urban,Resident Filipino Citizen,9123457026,user238@example.com,fb.com/user238,854 Marble Terrace Ln.,Barangay Sta. Cruz,Quezon City,Metro Manila,Residence,less_than_6_months,"456 Cantaloupe Rd., Taguig City",123 Provincial Rd.,"888 Parent St., Quezon City",Graduate,Philosophy,De La Salle University,1999,Salary,Golden Age Fitness,0917-123-4804,Teacher,Employee,73605,"654 Workout Ave., Makati",None,0,2500,2000,1000,68105,Chevrolet,Trailblazer,2021,LT,Silver,JKL6966,D4HB-123633,KNAE35A22L123633,Automatic,Gas,Chevrolet Global City,"456 Chevy Rd., BGC",0917-567-8901,New,460806.875,0.2,24,,,
250326123239,Enzo,Cerezo,Garcia,M,1968-03-07,Y,Iglesia ni Cristo,213-54-8964,987-65-4559,Urban,Resident Filipino Citizen,9123457027,user239@example.com,fb.com/user239,444 Slate Canyon Cir.,Barangay San Antonio,Pasay City,Metro Manila,Residence,1_to_3_years,"159 Passionfruit St., Mandaluyong City",321 Provincial Rd.,"111 Parent St., Pasig",Graduate,Social Work,University of the East,2015,Income from Business,Happy Heights School,0917-123-4805,Tutor,Registered Business,67140,"987 Learning St., Manila",None,0,2500,2000,1000,61640,Mitsubishi,L300,2020,FB,White,JKL6967,D4HB-123634,KNAE35A22L123634,Automatic,Gas,Mitsubishi Muntinlupa,"789 Transport St., Muntinlupa",0917-678-9012,New,250000,0.3,24,,,
250326123240,Moreyna,Puno,TY,F,1997-10-31,N,Muslim,213-54-8965,987-65-4560,Urban,Resident Filipino Citizen,9123457028,user240@example.com,fb.com/user240,923 Pebble Brook Dr.,Barangay Longos,San Juan City,Metro Manila,Residence,1_to_3_years,"789 Starfruit Ave., Marikina City",654 Provincial Rd.,"222 Parent St., Caloocan",Graduate,Biology,Ateneo de Manila University,2014,Salary,Urban Eats Restaurant,0917-123-4806,Real Estate Agent,Employee,47512,"123 Dine Rd., Quezon City",None,0,2500,2000,1000,42012,Toyota,Hilux,2022,E,Black,JKL6968,D4HB-123635,KNAE35A22L123635,Automatic,Gas,Toyota Caloocan,"321 Toyota Blvd., Caloocan",0917-789-0123,New,1014527.288,0.2,36,,,
250326123241,KING JOSHUA,Jumao-As,Bejarin,M,1955-05-09,Y,Baptist,213-54-8966,987-65-4561,Semi-Urban,Resident Filipino Citizen,9123457029,user241@example.com,fb.com/user241,235 Driftwood Cove Way,Barangay Poblacion,Marikina City,Metro Manila,Residence,1_to_3_years,"321 Raspberry St., Pasay City",987 Provincial Rd.,"333 Parent St., Manila",Graduate,Mathematics,Mapua University,2013,Salary,Sunshine Daycare Center,0917-123-4807,Cleaner,Employee,65789,"456 Care Ave., Pasig",None,0,2500,2000,1000,60289,Hyundai,Accent,2021,GL,Blue,JKL6969,D4HB-123636,KNAE35A22L123636,Automatic,Gas,Hyundai Pasig,"654 Hyundai Ave., Pasig",0917-890-1234,New,397135,0.2,24,,,
250326123242,Leonel Dave,Matta,Bongabong,M,1991-12-23,N,Roman Catholic,213-54-8967,987-65-4562,Urban,Resident Filipino Citizen,9123457030,user242@example.com,fb.com/user242,368 Sandstone Mesa Ct.,Barangay San Miguel,Manila City,Metro Manila,Residence,5_to_10_years,"654 Blackcurrant St., Makati City",543 Provincial Rd.,"444 Parent St., Taguig",Graduate,Political Science,STI Novaliches,2012,Salary,Breakthrough Technologies,0917-123-4808,Logistics Manager,Employee,55640,"789 Digital Rd., Makati",None,0,2500,2000,1000,50140,Ford,EcoSport,2021,Trend,Gray,JKL6970,D4HB-123637,KNAE35A22L123637,Automatic,Gas,Ford Manila,"789 Ford Blvd., Manila",0917-901-2345,New,437500,0.2,30,,,
250326123243,Romeo Jr.,Caparas,Alobog,F,1992-09-12,Y,Muslim,213-54-8968,987-65-4563,Urban,Resident Filipino Citizen,9123457031,user243@example.com,fb.com/user243,797 Limestone Path St.,Baesa,Taguig City,Metro Manila,Residence,1_to_3_years,"852 Blueberry Rd., San Juan City",678 Provincial Rd.,"555 Parent St., Navotas",Graduate,Hospitality Management,NU Fairview,2011,Salary,Apex Consulting Services,0917-123-4809,Yoga Instructor,Employee,54437.5,"321 Consultant Rd., Manila",None,0,2500,2000,1000,48937.5,Subaru,Forester,2022,2.0i,Silver,JKL6971,D4HB-123638,KNAE35A22L123638,Automatic,Gas,Subaru Alabang,"321 Subaru St., Alabang",0917-012-3456,New,125000,0.2,12,,,
250326123244,Charlyn Joy,Villarmino,Bautista,M,2001-06-04,Y,Baptist,213-54-8969,987-65-4564,Semi-Urban,Resident Filipino Citizen,9123457032,user244@example.com,fb.com/user244,128 Hickory Hollow Ave.,Mendez,Malabon City,Metro Manila,Residence,1_to_3_years,"963 Peach St., Quezon City",789 Provincial Rd.,"666 Parent St., Pasig",Graduate,Computer Engineering,Electron college,2010,Income from Business,Happy Trails Pet Care,0917-123-4810,Personal Trainer,Registered Business,84306.34,"654 Paw St., Pasig",None,0,2500,2000,1000,78806.34,Kia,Sportage,2022,EX,Red,JKL6972,D4HB-123639,KNAE35A22L123639,Automatic,Gas,Kia Manila,"456 Kia Rd., Manila",0917-123-4567,New,430265.625,0.2,36,,,
250326123245,Don Miguel,Kibo-Kibo,Napolis,M,1969-07-30,N,Roman Catholic,213-54-8970,987-65-4565,Urban,Resident Filipino Citizen,9123457033,user245@example.com,fb.com/user245,953 Cottonwood Breeze Blvd.,San Bartolome,Quezon City,Metro Manila,Residence,1_to_3_years,"135 Pine Rd., Quezon City",75 Provincial Rd.,"478 Parent St., Manila",Graduate,Computer Science,FEU Manila,2010,Salary,Tech Corp,0917-123-4811,Principal,Employee,97731.5,Tech Building Sample City,None,0,2500,2000,1000,92231.5,Toyota,Vios,2023,1.5 G,Red,JKL6973,D4HB-123640,KNAE35A22L123640,Automatic,Gas,ABC Motors,123 Dealer St Sample City,02-987-6543,New,240697.5,0.2,24,,,
250326123246,Renan,Espinosa,Casabay,M,1969-07-30,Y,Iglesia ni Cristo,213-54-8971,987-65-4566,Urban,Resident Filipino Citizen,9123457034,user246@example.com,fb.com/user246,602 Walnut Ridge Rd.,Salazar,San Juan City,Metro Manila,Residence,5_to_10_years,"852 Palm St., Makati City",951 Provincial Rd.,"159 Parent St., Pasay",Graduate,Information Technology,NU MOA,2014,Income from Business,Google,0917-123-4812,Chef,Registered Business,216666,Google Bldg. Makati City,None,0,2500,2000,1000,211166,Toyota,Wigo,2025,1.5 G,Black,JKL6974,D4HB-123641,KNAE35A22L123641,Automatic,Gas,Locar Motors ,56 Sampaguita Quezon City,02-890-3254,New,125000,0.2,12,,,
250326123247,Jerome,Banaag,Arce,M,1987-08-28,N,Muslim,213-54-8972,987-65-4567,Semi-Urban,Resident Filipino Citizen,9123457035,user247@example.com,fb.com/user247,481 Chestnut Valley Ln.,Sto. Domingo,Taguig City,Metro Manila,Residence,1_to_3_years,"246 Coconut St., Makati City",258 Provincial Rd.,"753 Parent St., Taguig",Graduate,Computer Engineering,La Salle Benilde,2015,Salary,Ericson,0917-123-4813,Daycare Supervisor,Employee,75000,24 Nueva Ecija St Taguig City,None,0,2500,2000,1000,69500,Toyota,Vios,2022,1.5 G,White,JKL6975,D4HB-123642,KNAE35A22L123642,Automatic,Gas,Rolly's Cars,62 Prada St Pasay City,02-673-9000,New,375000,0.2,24,,,
250326123248,Christian,GULTIANO,Armenio,F,1996-01-24,Y,Baptist,213-54-8973,987-65-4568,Urban,Resident Filipino Citizen,9123457036,user248@example.com,fb.com/user248,229 Juniper Pines Cir.,Rosa,Manila City,Metro Manila,Residence,1_to_3_years,"369 Banana Ave., Taguig City",123 Provincial Rd.,"456 Parent St., Pateros",Graduate,Information System,UP Diliman,2013,Salary,Cloudwalk Digital,0917-123-4814,Software Developer,Employee,40394.94,11 Bonifacio St Quezon City,None,0,2500,2000,1000,34894.94,Honda,Civic,2023,RS Turbo,Red,JKL6976,D4HB-123643,KNAE35A22L123643,Automatic,Gas,Coral Cargine,22 Gardo St Quezon City,02-333-2123,New,131175,0.2,24,,,
250326123249,Mary Angel Anne,Bulsico,Alcozar,F,1981-01-19,N,Roman Catholic,213-54-8974,987-65-4569,Urban,Resident Filipino Citizen,9123457037,user249@example.com,fb.com/user249,714 Cypress Springs Dr.,Kolidor,Quezon City,Metro Manila,Residence,5_to_10_years,"789 Grape St., Quezon City",654 Provincial Rd.,"789 Parent Rd., Mandaluyong",Graduate,Computer Science,STI Novaliches,2014,Income from Business,DXC Technology,0917-123-4815,Business Consultant,Registered Business,80000,DXC Bldg Quezon City,None,0,2500,2000,1000,74500,Nissan,Navara,2024,2.5 L,Black,JKL6977,D4HB-123644,KNAE35A22L123644,Automatic,Gas,Car Driealer,12 Garud St Pasig City,02-742-1110,New,212500,0.2,24,,,
250326123250,Ryza,SAJOL,Bautista,M,1968-05-08,N,Iglesia ni Cristo,213-54-8975,987-65-4570,Urban,Resident Filipino Citizen,9123457038,user250@example.com,fb.com/user250,825 Eucalyptus Grove Way,Bote,Makati City,Metro Manila,Residence,1_to_3_years,"456 Cherry Blossom Ln., San Juan City",321 Provincial Rd.,"963 Parent St., Navotas",Graduate,Tourism,UP Manila,2011,Income from Business,Cebu Pacific,0917-123-4816,Software Developer,Registered Business,400000,PITX Paranaque City,None,0,2500,2000,1000,394500,Ford,Ranger,2024,2.0 L,Black,JKL6978,D4HB-123645,KNAE35A22L123645,Automatic,Gas,Dacar's,Golden St Quezon City,02-111-2567,New,250000,0.2,24,,,
250326123251,Aron Kyle,DE GUZMAN,Ingca,M,1975-03-05,Y,Muslim,213-54-8976,987-65-4571,Urban,Resident Filipino Citizen,9123457039,user251@example.com,fb.com/user251,390 Sequoia Forest Ct.,Orlando,Taguig City,Metro Manila,Residence,less_than_6_months,"852 Fern St., Mandaluyong City",147 Provincial Rd.,"678 Parent St., Las Pinas",Graduate,Music Production,Electron college,2010,Income from Business,Audiophile,0917-123-4817,Principal,Registered Business,45000,SM North Quezon City,None,0,2500,2000,1000,39500,Toyota,Wigo,2025,1.5 G,Brown,JKL6979,D4HB-123646,KNAE35A22L123646,Automatic,Gas,Radiar Motors,East Corner Quezon City,02-435-9932,New,300000,0.2,24,,,
250326123252,Joseph,Briones,Diaz,F,1964-04-11,Y,Baptist,213-54-8977,987-65-4572,Urban,Resident Filipino Citizen,9123457040,user252@example.com,fb.com/user252,562 Alder Creek St.,Reyes,Manila City,Metro Manila,Residence,1_to_3_years,"343 Elm St., Makati City",987 Provincial Rd.,"159 Parent St., Taguig",Graduate,Accountancy,De La Salle University,2007,Salary,Khobar CPA,0917-123-4818,Chef,Employee,35500,Pasig St Pasay City,None,0,2500,2000,1000,30000,Audi,Q5,2024,2,Black,JKL6980,D4HB-123647,KNAE35A22L123647,Automatic,Gas,Carlene's,West Ave Quezon City,02-333-2021,New,133692.5,0.2,24,,,
250326123253,Jhana,Dumaguin,De Guzman,M,1978-11-14,Y,Roman Catholic,213-54-8978,987-65-4573,Urban,Resident Filipino Citizen,9123457041,user253@example.com,fb.com/user253,842 Hawthorn Hollow Ave.,Barangay Munoz,Quezon City,Metro Manila,Residence,1_to_3_years,"684 Maple St., Taguig City",852 Provincial Rd.,"258 Parent St., Paranaque",Graduate,Tourism,San Beda University,2015,Salary,Air Asia,0917-123-4819,Daycare Supervisor,Employee,33160.24,NAIA Terminal 2,None,0,2500,2000,1000,27660.24,BMW,X5,2024,40i,Blue,JKL6981,D4HB-123648,KNAE35A22L123648,Automatic,Gas,Kolocar Motour,Ariel Ave Taguig City,02-909-3201,New,468000,0.2,36,,,
250326123254,Ryan Gie,CASTILLO,Mullon,M,1991-10-30,Y,Iglesia ni Cristo,213-54-8979,987-65-4574,Urban,Resident Filipino Citizen,9123457042,user254@example.com,fb.com/user254,673 Mimosa Blossom Blvd.,Barangay Fort Bonifacio,San Juan City,Metro Manila,Residence,5_to_10_years,"1987 Cedar Rd., Pateros",753 Provincial Rd.,"369 Parent St., Las Pinas",Graduate,Nursing,University of the Philippines,2010,Income from Business,Infant Child Hospital,0917-123-4820,Software Developer,Registered Business,204200,Lilo St Cubao Quezon City,None,0,2500,2000,1000,198700,Hyundai,Tucson,2023,2,Black,JKL6982,D4HB-123649,KNAE35A22L123649,Automatic,Gas,Motor Royale,11 Eskinita St Makati City,02-321-6543,New,237500,0.2,24,,,
250326123255,John Salvador,Panes,Bayaga,M,1987-05-01,Y,Muslim,213-54-8980,987-65-4575,Urban,Resident Filipino Citizen,9123457043,user255@example.com,fb.com/user255,719 Sycamore Shade Rd.,Barangay Poblacion,Marikina City,Metro Manila,Residence,5_to_10_years,"7159 Birch St., Makati City",456 Provincial Rd.,"852 Parent Rd., Quezon City",Graduate,Information System,Laguna College,2011,Income from Business,SM Malls,0917-123-4821,Business Consultant,Registered Business,158979,Salazar Quezon City,None,0,2500,2000,1000,153479,Toyota,Wigo,2021,1.5 G,Red,JKL6983,D4HB-123650,KNAE35A22L123650,Automatic,Gas,Ford Manila,12 Eskinita St Makati City,02-321-6544,New,153170,0.2,36,,,
250326123256,John Edgar,Bosque,Bulusan,M,1969-11-28,Y,Baptist,213-54-8981,987-65-4576,Semi-Urban,Resident Filipino Citizen,9123457044,user256@example.com,fb.com/user256,414 Dogwood Lane Ln.,Barangay Bagong Pag-asa,Valenzuela City,Metro Manila,Residence,5_to_10_years,"123 Main St., Quezon City",456 Provincial Rd.,"789 Parent St., Caloocan",Graduate,Environmental Science,De La Salle University,2008,Income from Business,ABC Tech Solutions,0917-123-4822,Pet Groomer,Registered Business,70000,"123 Tech Ave., Quezon City",None,0,2500,2000,1000,64500,Toyota,Vios,2021,E,Silver,JKL6984,D4HB-123651,KNAE35A22L123651,Automatic,Gas,Toyota Quezon City,"123 Automotive Ave., QC",0917-123-4567,New,562500,0.2,30,,,
250326123257,Jobev,Bren,Sebastian,M,1959-05-15,Y,Roman Catholic,213-54-8982,987-65-4577,Urban,Resident Filipino Citizen,9123457045,user257@example.com,fb.com/user257,345 Elmwood Glen Cir.,Barangay Sto. Nino,Valenzuela City,Metro Manila,Residence,1_to_3_years,"456 Oak Ave., Quezon City",123 Provincial Rd.,"102 Parent St., Manila",Graduate,Criminology,Mapua University,2007,Income from Business,Juan dela Cruz Construction,0917-123-4823,Web Developer,Registered Business,83900,"456 Builder St., Makati",None,0,2500,2000,1000,78400,Honda,Civic,2020,Sport,Black,JKL6985,D4HB-123652,KNAE35A22L123652,Automatic,Gas,Honda Makati,"456 Car Sales St., Makati",0917-234-5678,New,450000,0.2,24,,,
250326123258,Cj,GAMALONG,Guiñarez,M,1976-11-17,N,Iglesia ni Cristo,213-54-8983,987-65-4578,Urban,Resident Filipino Citizen,9123457046,user258@example.com,fb.com/user258,510 Buckeye Grove Dr.,Barangay Tejeros,Valenzuela City,Metro Manila,Residence,5_to_10_years,"789 Pine St., Makati City",321 Provincial Rd.,"654 Parent St., Pasig",Graduate,Business Management,University of the Philippines,2006,Income from Business,Creative Minds Advertising,0917-123-4824,Data Scientist,Registered Business,139600,"789 Ad Blvd., Taguig",None,0,2500,2000,1000,134100,Ford,Ranger,2019,Wildtrak,Blue,JKL6986,D4HB-123653,KNAE35A22L123653,Automatic,Gas,Ford Manila,"789 Truck Lane, Manila",0917-345-6789,New,125000,0.2,12,,,
250326123259,Steve Jayson,ESTAÑOL,Glinoga,M,1977-03-16,Y,Muslim,213-54-8984,987-65-4579,Urban,Resident Filipino Citizen,9123457047,user259@example.com,fb.com/user259,777 Acacia Valley Way,Barangay Poblacion,Valenzuela City,Metro Manila,Residence,5_to_10_years,"321 Elm St., Makati City",987 Provincial Rd.,"159 Parent St., Taguig",Graduate,Hospitality Management,University of the Philippines,2018,Income from Business,Global Finance Group,0917-123-4825,Data Scientist,Registered Business,515490.32,"321 Finance St., Manila",None,0,2500,2000,1000,509990.32,Mitsubishi,Montero Sport,2022,GT,White,JKL6987,D4HB-123654,KNAE35A22L123654,Automatic,Gas,Mitsubishi Motors,"321 SUV Rd., Las Pinas",0917-456-7890,New,218750,0.2,24,,,
250326123260,Rex,Magday,CASALLO,F,1991-04-29,N,Baptist,213-54-8985,987-65-4580,Urban,Resident Filipino Citizen,9123457048,user260@example.com,fb.com/user260,654 Magnolia Crest Ct.,Barangay Santo Domingo,Valenzuela City,Metro Manila,Residence,1_to_3_years,"654 Maple St., Taguig City",852 Provincial Rd.,"258 Parent St., Paranaque",Graduate,Information Technology,Technological Institute of the Philippines,2020,Salary,Stellar Innovations,0917-123-4826,Flight Attendant,Employee,40471,"654 Innovation Rd., Pasig",None,0,2500,2000,1000,34971,Nissan,Patrol,2020,SE,Gray,JKL6988,D4HB-123655,KNAE35A22L123655,Automatic,Gas,Nissan Alabang,"654 SUV Blvd., Alabang",0917-567-8901,New,375000,0.2,36,,,
250326123261,Rea Dieseri,Catintay,Mahusay,M,1991-05-12,N,Roman Catholic,213-54-8986,987-65-4581,Urban,Resident Filipino Citizen,9123457049,user261@example.com,fb.com/user261,588 Hazelnut Hollow St.,Barangay San Rafael,Valenzuela City,Metro Manila,Residence,5_to_10_years,"987 Cedar Rd., Pateros",753 Provincial Rd.,"369 Parent St., Las Pinas",Graduate,Civil Engineering,University of the Philippines,2017,Income from Business,Vida Health Services,0917-123-4827,Sound Engineer,Registered Business,60000,"987 Health St., Quezon City",None,0,2500,2000,1000,54500,Chevrolet,Trailblazer,2021,LT,Red,JKL6989,D4HB-123656,KNAE35A22L123656,Automatic,Gas,Chevrolet Global City,"987 Auto Loop, Taguig",0917-678-9012,New,187135,0.2,24,,,
250326123262,David,Felipe,Dela Cruz,F,1973-01-09,Y,Iglesia ni Cristo,213-54-8987,987-65-4582,Urban,Resident Filipino Citizen,9123457050,user262@example.com,fb.com/user262,77 Gucci St,Barangay San Lorenzo,Valenzuela City,Metro Manila,Residence,1_to_3_years,"159 Birch St., Makati City",456 Provincial Rd.,"852 Parent Rd., Quezon City",Graduate,Public Administration,University of the East,2018,Salary,Sunshine Bakery,0917-123-4828,Finance Manager,Employee,92128,"123 Bakery St., Makati",None,0,2500,2000,1000,86628,Kia,Sportage,2019,EX,Green,JKL6990,D4HB-123657,KNAE35A22L123657,Automatic,Gas,Kia Cubao,"214 Vehicle St., Cubao",0917-789-0123,New,550000,0.2,24,,,
250326123263,Fiona Kaye,AGATON JR.,Sagulili,M,1987-08-28,Y,Muslim,213-54-8988,987-65-4583,Urban,Resident Filipino Citizen,9123457051,user263@example.com,fb.com/user263,11 Jane St,Barangay Fort Bonifacio,Valenzuela City,Metro Manila,Residence,1_to_3_years,"753 Ash St., San Juan City",147 Provincial Rd.,"963 Parent St., Malabon",Graduate,Fine Arts,University of Santo Tomas,2017,Income from Business,Elegant Events,0917-123-4829,Flight Attendant,Registered Business,128000,"456 Event Ave., Taguig",None,0,2500,2000,1000,122500,Hyundai,Tucson,2020,GLS,Yellow,JKL6991,D4HB-123658,KNAE35A22L123658,Automatic,Gas,Hyundai Makati,"678 Car World Ave., Makati",0917-890-1234,New,125000,0.2,12,,,
250326123264,Hamed,Garce,Aguilar,F,1995-12-16,Y,Baptist,213-54-8989,987-65-4584,Urban,Resident Filipino Citizen,9123457052,user264@example.com,fb.com/user264,20 Solitaire St,Barangay Holy Spirit,Valenzuela City,Metro Manila,Residence,5_to_10_years,"246 Oak St., Mandaluyong City",258 Provincial Rd.,"345 Parent St., Navotas",Graduate,Engineering Management,Far Eastern University,2021,Salary,Top Notch Engineering,0917-123-4830,Head Nurse,Employee,90348,"789 Engineer Rd., Manila",None,0,2500,2000,1000,84848,Subaru,Forester,2022,2.0i,Silver,JKL6992,D4HB-123659,KNAE35A22L123659,Automatic,Gas,Subaru Manila,"135 Subaru Road, QC",0917-901-2345,New,225000,0.2,24,,,
250326123265,Carla Mari,Laigo,Caoile,M,1980-07-10,Y,Roman Catholic,213-54-8990,987-65-4585,Urban,Resident Filipino Citizen,9123457053,user265@example.com,fb.com/user265,98 English St,Barangay Poblacion,Valenzuela City,Metro Manila,Residence,1_to_3_years,"357 Willow St., Pasay City",654 Provincial Rd.,"9753 Parent St., Caloocan",Graduate,Philosophy,National University,2022,Militar,Quick Clean Solutions,0917-123-4831,Software Engineer,Employee,48164,"321 Clean St., Caloocan",None,0,2500,2000,1000,42664,Suzuki,Vitara,2019,GLX,Blue,JKL6993,D4HB-123660,KNAE35A22L123660,Automatic,Gas,Suzuki BGC,"246 SUV St., BGC",0917-012-3456,New,281250,0.2,24,,,
250326123266,Marie Faye,Bacsal,Mercado,M,1981-01-19,N,Iglesia ni Cristo,213-54-8991,987-65-4586,Urban,Resident Filipino Citizen,9123457054,user266@example.com,fb.com/user266,66 Goblin St,Barangay La Paz,Valenzuela City,Metro Manila,Residence,1_to_3_years,"951 Cherry Ln., Makati City",9843 Provincial Rd.,"159 Parent St., Taguig",Graduate,Social Work,University of the Philippines,2020,Income from Business,Sky High Travel Agency,0917-123-4832,Software Engineer,Registered Business,237681,"654 Travel Blvd., Pasig",None,0,2500,2000,1000,232181,Isuzu,D-Max,2021,LS,Black,JKL6994,D4HB-123661,KNAE35A22L123661,Automatic,Gas,Isuzu Manila,"356 Isuzu Ave., Manila",0917-123-4568,New,375000,0.2,12,,,
250326123267,Ric Gabriel,Moralde,Alarba,M,1984-01-29,N,Muslim,213-54-8992,987-65-4587,Urban,Resident Filipino Citizen,9123457055,user267@example.com,fb.com/user267,09 Gayuma St,Barangay San Antonio,Valenzuela City,Metro Manila,Residence,5_to_10_years,"135 Pine Rd., Quezon City",753 Provincial Rd.,"478 Parent St., Manila",Graduate,Biology,Far Eastern University,2019,Salary,Metro Realty,0917-123-4833,Project Manager,Employee,60488.75,"789 Realty Rd., Makati",None,0,2500,2000,1000,54988.75,Toyota,Hilux,2020,G,White,JKL6995,D4HB-123662,KNAE35A22L123662,Automatic,Gas,Toyota Alabang,"876 Pickup Rd., Alabang",0917-234-5679,New,278735,0.2,18,,,
250326123268,Psalm Amiel,Omigan,Masangkay,F,1987-03-14,Y,Baptist,213-54-8993,987-65-4588,Urban,Resident Filipino Citizen,9123457056,user268@example.com,fb.com/user268,33 Alcasid St,Barangay Fort Bonifacio,Valenzuela City,Metro Manila,Residence,5_to_10_years,"852 Palm St., Makati City",951 Provincial Rd.,"159 Parent St., Pasay",Graduate,Sociology,School of Design,2005,Salary,Dynamic Solutions IT,0917-123-4834,Graphic Designer,Employee,43602.5,"123 IT St., Quezon City",None,0,2500,2000,1000,38102.5,Honda,HR-V,2021,E,Red,JKL6996,D4HB-123663,KNAE35A22L123663,Automatic,Gas,Honda Pasig,"789 Honda St., Pasig",0917-345-6789,New,189402.5,0.2,12,,,
